respondent_id,row_id,is_sp,choice_situation_id,av_walk,av_bike,av_pvt,av_ipt,av_bus,av_drop,tt_walk,tt_bike,tt_pvt,tt_ipt,tt_bus,tt_drop,tc_bike,tc_pvt,tc_ipt,tc_bus,tc_drop,comfort_walk,comfort_bike,comfort_pvt,comfort_ipt,comfort_bus,comfort_drop,safety_street,weather,land_use,age_cohort,inc_level,choice
1,1,0,0,1,1,0,1,1,0,5.911129987798631,9.809160368517041,18.38628566591069,14.82296023145318,21.415368382586166,19.35250018024817,0.906668312381953,45.490678595378995,81.53700617607683,6.543870239984244,36.994749112054706,1,0,1,2,2,0,0,1,3,2,1,5
1,2,1,1,1,1,0,1,1,0,24.885395532473922,8.901352192042395,13.91942655434832,13.160990370670334,18.100414347602054,8.048236322123557,0.7355682365596294,77.78145395219326,139.2528949631378,23.81410556845367,42.84135961905122,3,1,1,3,3,1,1,2,3,2,1,2
1,3,1,2,1,1,0,1,1,0,12.376909018494189,4.372002729680389,5.9432848882861435,8.495511491782963,15.92136165429838,7.72361696511507,4.289138576714322,22.7498700004071,88.64200816256925,25.97849691286683,19.2664740991313,2,1,3,1,1,1,0,3,3,2,1,1
1,4,1,3,1,1,0,1,1,0,10.48767289146781,10.331760349916294,10.279228779487312,17.15096529573202,21.810621661832556,15.12079249555245,2.199158438015729,65.26850951835513,109.21432447154075,24.203648027032614,15.02186706638895,2,1,2,2,2,1,1,2,3,2,1,1
1,5,1,4,1,1,0,1,1,0,20.76391668058932,3.925781798316166,10.088498380966485,19.774354699766263,23.181868944782764,16.410566851031035,0.8752632513642311,27.8417414939031,111.84121175436303,16.87032944522798,37.98653447884135,3,1,1,3,2,0,0,3,3,2,1,5
1,6,1,5,1,1,0,1,1,0,24.089476549997926,7.346121574519202,16.46490310970694,18.71657280367799,18.34849469945766,9.74965687142685,0.7354734546970576,76.11798819620162,73.13517899718136,11.214411430992186,48.17044290131889,1,1,2,1,2,1,0,3,3,2,1,5
1,7,1,6,1,1,0,1,1,0,9.39535262528807,6.325399792520329,17.779068848583847,7.3130345123354346,9.547747998032719,5.98669670894742,3.4500355075579137,57.15538900345564,138.05335288634524,23.459981852211058,40.797720827395096,2,0,1,1,1,1,1,2,3,2,1,1
1,8,1,7,1,1,0,1,1,0,8.676990480162203,10.584563869982958,7.236264948733151,8.586499334778637,9.303749810671434,7.440131492447108,3.660676027648151,70.84718990605325,94.72799937939271,17.758180596865714,23.62571479519829,3,1,2,3,2,1,0,2,3,2,1,5
1,9,1,8,1,1,0,1,1,0,12.49427913222462,6.199008427094668,11.471631236374378,16.105015405919403,11.758749942993745,9.778445660602301,1.328433434246108,57.79838320799172,60.221133986487985,27.272882228717208,41.129880144726485,2,0,2,2,1,0,0,3,3,2,1,4
1,10,1,9,1,1,0,1,1,0,10.300356121733785,8.349088746355847,10.738057206850499,8.97549097193405,17.598037391202524,16.784635122399777,4.509371947497129,36.44999729003757,75.36310320487246,29.712817687541246,36.69976585661061,1,1,2,2,3,0,1,1,3,2,1,5
1,11,1,10,1,1,0,1,1,0,15.300594544969499,6.623160079820082,16.323451577220112,10.461377971805632,12.900067771784961,6.389033291488886,0.8608587319031358,48.9225563313812,67.82614213647321,14.325095792301,38.603173582814634,3,0,2,2,1,0,1,1,3,2,1,4
1,12,1,11,1,1,0,1,1,0,18.727501640096307,3.4755954849533737,9.533081884961575,12.167680697748438,17.524305482627824,13.775662328116596,4.578417692100629,57.101073642261326,87.12636596290395,20.841607344336808,17.046747100539505,3,1,3,1,3,0,0,2,3,2,1,2
1,13,1,12,1,1,0,1,1,0,17.661107196472585,5.806827720953152,14.14376084972173,10.98409736994654,24.479058989323676,17.54357718862593,3.63351269508712,35.43300478719175,64.39667281229049,21.86091303359717,24.363250124733895,2,0,3,2,2,0,0,1,3,2,1,1
1,14,1,13,1,1,0,1,1,0,24.003339586779475,7.648004048271105,12.071266298182309,10.044968088623136,13.904518733965233,4.2803402077406645,2.514065228169784,72.26260481867939,40.69308623438701,11.441142479889095,20.747392874909565,1,0,1,2,3,0,0,3,3,2,1,5
1,15,1,14,1,1,0,1,1,0,9.4997065840289,3.5216270447708666,9.54249763628468,5.973924499703571,11.840069359634072,4.76480752741918,3.3514101977925748,37.86450695712119,51.079374053515494,11.438081944361329,45.81541990744881,1,0,1,3,3,0,0,3,3,2,1,1
1,16,1,15,1,1,0,1,1,0,19.587813038378954,8.671186675317585,10.73275161953643,7.349552770610899,8.139663837151602,10.334417519159615,2.461466643726453,43.375226692296565,91.11325360834599,24.26558001432568,16.93556742160581,2,0,1,3,2,0,0,3,3,2,1,5
2,17,0,0,1,1,1,1,1,1,23.301275232806802,10.789587965933606,9.294280230533332,17.804758448153734,30.851357729407027,9.714061706326902,0.9851330956444144,46.38181947986595,87.73161185905337,14.65884372475557,39.33560214471072,1,0,1,1,1,0,1,2,2,1,2,2
2,18,1,1,1,1,1,1,1,1,12.766382303088903,5.06320356298238,12.726165648084134,7.0481029560323805,24.446981403511018,11.21100531052798,0.8153516461607069,57.31413770932704,148.45495817484334,23.37543034926057,29.6620563918259,3,0,3,3,1,1,1,1,2,1,2,1
2,19,1,2,1,1,1,1,1,1,5.3553162375465035,6.659470796585083,10.764347369782627,11.327674252679572,13.827749628573656,16.130766405258328,2.2755402547772974,52.02589241787791,146.022766509559,25.491830841638148,22.310672199819237,3,0,2,1,2,0,0,1,2,1,2,1
2,20,1,3,1,1,1,1,1,1,10.644368347711861,3.8546617187093943,6.946819107513875,19.656484944280237,13.037136981496587,14.163762376643717,3.9284391712863,26.32506476715207,66.355409193784,15.41089744772762,18.537047292338684,3,0,1,3,1,0,1,2,2,1,2,2
2,21,1,4,1,1,1,1,1,1,6.650054915808141,6.053813221631572,13.531025717034936,9.754238721216097,22.136666166828945,7.012409157119691,2.4897446809336543,36.562980357557535,61.122565059922636,29.012425281107426,26.260393821867183,2,1,2,2,2,1,0,2,2,1,2,6
2,22,1,5,1,1,1,1,1,1,12.76409327518195,4.444275832269341,16.075726565439254,19.296518206829205,17.581959618721157,8.613663787487894,4.983086093561724,34.089180547744036,107.39391617942601,12.163570588454604,32.04613994807005,3,1,3,2,1,1,0,1,2,1,2,6
2,23,1,6,1,1,1,1,1,1,7.941682171076536,6.222512670792639,13.426654739771038,12.857339024776593,13.94663047697395,7.367429822217673,0.2909589814953506,34.19718452729285,137.9085704497993,26.236548321321607,41.1630712763872,3,1,1,2,2,1,0,3,2,1,2,1
2,24,1,7,1,1,1,1,1,1,18.82415662985295,5.545671596657485,15.34557292656973,6.40874910634011,21.974511209875345,9.983995929826051,3.779436298646033,59.74313039332628,88.89801366254687,22.54292368888855,15.016287217149511,3,0,3,1,3,0,0,3,2,1,2,4
2,25,1,8,1,1,1,1,1,1,18.564477148465812,6.86053736298345,15.681613691151142,19.571571002015844,9.198312621098012,10.436992704868317,3.50792559213005,25.216410076245666,149.22384177334607,15.061979880556464,16.733845247654244,1,0,2,2,3,1,1,3,2,1,2,3
2,26,1,9,1,1,1,1,1,1,15.078974240459502,11.505315931281075,8.778497975319624,11.97070661233738,9.403030087705702,16.041495845187455,1.9783031998667866,64.15396102238446,58.89177465811372,19.09523262642324,41.95716658025049,3,0,3,2,3,1,0,1,2,1,2,6
2,27,1,10,1,1,1,1,1,1,5.5105339689180255,11.901704436633736,8.2404267443344,19.087076009018347,19.689328889362514,10.258517927955836,4.082390693947673,22.369951871223748,121.2934854067862,16.974389874376357,44.023778821574524,2,1,1,3,1,1,0,1,2,1,2,1
2,28,1,11,1,1,1,1,1,1,22.087294929660857,10.220143953803927,9.392430464271456,9.913960985140875,11.483957950724289,11.971357277128845,4.440275952219963,51.7828454868868,104.56545224646106,23.31470285076648,33.5462360503152,2,1,3,1,1,1,0,2,2,1,2,5
2,29,1,12,1,1,1,1,1,1,21.24609657097608,7.923210758948699,16.391857121605426,13.299709813436493,23.402817897498608,12.224459138233215,2.1173182548955083,76.97511937934905,117.99416938098148,18.266108161769807,15.64274293021299,2,1,1,1,1,1,0,3,2,1,2,2
2,30,1,13,1,1,1,1,1,1,18.33410315681249,11.796452191192657,12.158356313128024,12.898851193021983,9.03329782281071,17.56654409132898,0.6011856428813189,25.301798060536385,136.88405263936147,20.167412594892085,26.812324905768037,1,1,3,1,3,1,1,1,2,1,2,5
2,31,1,14,1,1,1,1,1,1,21.454347833059728,5.978980457643047,9.2383714299649,14.44618135690689,9.642773631494492,4.307912014424801,4.965223901672289,55.036330739967525,126.0005371645093,27.837922452017665,41.42029087524861,1,1,1,1,1,1,1,2,2,1,2,5
2,32,1,15,1,1,1,1,1,1,22.00934961438179,6.261615412076935,8.262689068447798,16.387030091136694,22.362188613507897,10.410901855211705,3.648158322321251,26.244718162342906,64.19814954977483,29.07902495469898,41.32131394348107,1,1,2,1,1,1,1,2,2,1,2,4
3,33,0,0,1,1,0,1,1,0,14.515010113827884,10.238314127549529,16.049305191263556,19.71915879100561,32.72866261191666,5.84573338041082,1.0058166082017124,30.77451478689909,106.10005106544122,17.096527457470074,13.519936818629503,2,0,1,2,2,0,1,1,3,2,2,1
3,34,1,1,1,1,0,1,1,0,5.4014801839366555,7.691824617097154,5.207890505902469,9.245035190833732,15.147393317427486,12.221893738489598,4.033472148003057,32.11971253156662,90.53671388886869,18.962862277403474,40.68117153714411,1,0,1,1,2,0,1,2,3,2,2,1
3,35,1,2,1,1,0,1,1,0,5.795612740330398,8.713204588042572,11.553852796554565,7.101553248940036,12.823100206209347,12.16242833295837,0.8251294610090554,25.778066641651094,87.14744004886597,17.11523131467402,44.57267389516346,3,1,1,3,2,0,1,3,3,2,2,1
3,36,1,3,1,1,0,1,1,0,17.615471971221268,7.687581161269918,13.234698720742017,15.940413969801739,16.275988847017288,9.382392619270831,0.03416754421778023,20.22105365525931,149.44300841540098,12.157737603411078,29.653420542599633,1,0,1,2,1,0,0,1,3,2,2,5
3,37,1,4,1,1,0,1,1,0,13.338290993124247,10.87394148716703,13.062858217861503,18.86718480149284,10.927826632512733,8.421379047911614,4.021281396271661,79.33780467137694,75.4624107060954,10.023832567967474,49.72597167594358,3,1,2,3,2,0,1,1,3,2,2,2
3,38,1,5,1,1,0,1,1,0,10.555386347696185,5.244659267133102,6.232096721883863,6.074450840242207,17.476438912795857,10.857718722429127,2.4714618094731122,73.30229511018842,44.03747957898304,14.07487627118826,32.98233987065032,3,0,2,2,3,1,1,1,3,2,2,5
3,39,1,6,1,1,0,1,1,0,23.319726660847664,10.31801819242537,13.462460017297417,17.11248663952574,10.177095133345574,7.510899475775659,1.6577349579893053,44.43615739699453,109.89043346606195,26.172240898013115,24.058042047545314,1,1,2,1,2,1,1,3,3,2,2,1
3,40,1,7,1,1,0,1,1,0,23.673930410295725,7.88278452353552,7.0719156437553465,12.341417060233653,21.6195285145659,9.706829208880663,0.5185578344389796,36.833910485729575,79.76128426380455,15.184896821156144,31.473864174913615,2,1,3,3,1,1,1,1,3,2,2,5
3,41,1,8,1,1,0,1,1,0,5.988311935216188,9.255947199650109,9.085661934223026,18.262004110729322,21.18005290394649,5.948850978631526,1.4750463562086225,27.56496712565422,104.88917861599475,21.23351217713207,39.1052392043639,3,0,1,1,3,1,1,3,3,2,2,5
3,42,1,9,1,1,0,1,1,0,5.082138809375465,9.947185340803117,10.481652956921607,15.812605250393972,19.330597192514688,12.00903208879754,3.5190647502895445,59.43326362874359,71.82873595505953,11.944789113476872,48.68474623770453,1,0,3,2,3,0,1,3,3,2,2,1
3,43,1,10,1,1,0,1,1,0,11.524662934243679,9.53758999449201,17.884433295577765,15.727002916391939,16.575476786820218,10.104667405597866,4.744126253062859,27.210889258421957,48.26596942730248,27.780429855920374,29.85582332708873,3,0,2,2,3,1,1,2,3,2,2,5
3,44,1,11,1,1,0,1,1,0,7.812923789024353,4.527921450790018,14.667794524226338,12.910924109164625,22.636819078819826,13.42976983031258,0.06520514842122793,61.591934082098305,138.0885105370544,22.6370035065338,18.75531292287633,1,0,3,1,1,1,1,3,3,2,2,1
3,45,1,12,1,1,0,1,1,0,16.313086869195104,9.809851195430383,13.374449642840773,13.197841914370656,21.79488218203187,14.628335228655487,0.10034233098849654,42.854222008027136,45.59681249782443,25.958058745600283,47.32947246171534,2,0,2,2,2,0,0,1,3,2,2,4
3,46,1,13,1,1,0,1,1,0,5.077926861122251,3.469787542708218,16.131842516362667,13.643677533837035,13.335323724662885,17.432520973030478,2.955968785099685,51.88456014730036,82.23303386941552,16.391064589843154,43.29351893509738,3,1,1,1,1,1,0,3,3,2,2,5
3,47,1,14,1,1,0,1,1,0,22.737251431681216,4.83686294965446,14.788721460383385,13.945444411365315,24.280385620892048,6.221637566573918,2.6298713707365096,72.3890820518136,135.66766773117706,10.47377286478877,49.156139271799475,2,1,2,3,3,1,1,2,3,2,2,2
3,48,1,15,1,1,0,1,1,0,16.205610749311745,4.402867355151102,17.392116697970778,5.659499380271882,14.326681626494974,17.476614779792726,3.227137578651309,23.675756859593093,85.09405213408172,18.51810268126428,32.78553296462633,2,0,3,1,2,0,1,1,3,2,2,4
4,49,0,0,1,0,1,1,1,1,23.962376755662262,4.07698299898766,10.274265080224723,12.704731598496437,21.446919926675037,15.675388689851388,1.839696115348488,43.2199815264903,111.19636005023494,16.359937387751415,14.135750969871879,1,0,1,2,1,0,1,1,1,1,2,4
4,50,1,1,1,0,1,1,1,1,16.309307613410056,10.466614908305928,12.989593472797424,10.872481275582686,20.062857530545443,5.52353702345863,1.3681136711966246,55.63201596029103,57.62032947735861,27.068604775704443,44.670870520640165,2,0,3,3,2,1,1,3,1,1,2,1
4,51,1,2,1,0,1,1,1,1,5.38382061291486,9.963174355449155,11.83531110920012,14.621939588105306,15.963346017058939,7.909133349079639,2.306082851719111,67.56430050358176,104.412213396281,17.89517971687019,43.39330723742023,3,0,2,3,2,1,0,2,1,1,2,1
4,52,1,3,1,0,1,1,1,1,17.4345196550712,7.931948549346998,6.089418991934508,13.39318803860806,15.257054799702018,10.268221377395093,4.166473858058453,63.1752369645983,90.2575431088917,20.425285259261727,23.485997716197744,3,1,3,1,1,0,0,1,1,1,2,5
